,text,elapsed_time,sadness,joy,love,anger,fear,surprise
15,"RT @AJStein_de: #Health benefits, increased #flavor, longer #shelflife - new #GMO foods are designed with the #consumer in mind: https://t.…",0.07016700000000009,0.0014461406972259283,0.992201566696167,0.0009913677349686623,0.003785972250625491,0.0011847512796521187,0.00039004991413094103
16,RT @JaeMajette: Y’all. I don’t know if I can just flake on eco styler and i still eat McDonald’s. Likeeeee 😂😂😂 All this gmo and chemical in…,0.07467900000000016,0.0012655481696128845,0.9947285056114197,0.0006745837745256722,0.002047679852694273,0.0009550507529638708,0.00032865020330064
17,Articles at https://t.co/mRLw4kzIxB : The secret takeover of our food supply by few giant American corporations and how corporations like Tyson are pioneers of meat racket     https://t.co/3tnXud3HpY  #Tyson #agribusiness #GMOs  The author and journalist...,0.1078389999999998,0.010108313523232937,0.39506587386131287,0.0044224862940609455,0.4765284061431885,0.1064358577132225,0.007439002860337496
18,"Articles at https://t.co/mRLw4kzIxB : After the release of the French study that linked Monsantos GMO corn with horrifying cancer tumors, Russia has now banned all Monsantos GMO corn:  https://t.co/aRraCcwrUD  #GMO #corn #Russia #Monsanto  Also find more...",0.11370600000000008,0.08213803917169571,0.011498083360493183,0.0012230743886902928,0.8897313475608826,0.014636393636465073,0.0007730019860900939
19,"Articles at https://t.co/mRLw4kzIxB : 2,4-D the main ingredient in Agent Orange Corn is once again pushed into the market as an herbicide by the chemical company Dow:      https://t.co/VvGQjjJo99  #USDA #GMO #herbicide #toxic  Agent Orange Corn resistant...",0.10140800000000016,0.03336501494050026,0.01353115402162075,0.002468612277880311,0.6696818470954895,0.2796371281147003,0.0013162754476070404
20,#Geneticallymodified vs. #geneedited: These #CRISPR-modified crops don't count as #GMOs https://t.co/9Y2pyrFX1h via @ConversationUS,0.06820199999999987,0.010726666077971458,0.9441421031951904,0.0025869712699204683,0.031556110829114914,0.009492906741797924,0.001495280652306974
21,RT @GeneticLiteracy: Where food security trumps ideology: 'People in Mozambique are not worried about GMOs' https://t.co/Nkn8ZXFaos via @jo…,0.06782600000000016,0.0012830303749069571,0.0010449631372466683,0.00024974788539111614,0.003934665583074093,0.9931312203407288,0.00035635297535918653
22,RT @BTCTN: Japan’s Internet Giant GMO Will Launch #7nm Bitcoin Miner on June 6. https://t.co/joGbwH8z4C https://t.co/VDECH68gal,0.08908199999999988,0.016272304579615593,0.8171439170837402,0.004187913611531258,0.11354482918977737,0.04628034308552742,0.0025706856977194548
23,Amazon Fire 7 with Alexa 7 Inch 8GB Tablet - Black £39* https://t.co/2t8NgDEXUL https://t.co/uYz4AuVwZV,0.0703750000000003,0.04721997678279877,0.5136837959289551,0.008065425790846348,0.27661624550819397,0.15020355582237244,0.004211059771478176
24,Coincidence? ,0.02251499999999984,0.01607930101454258,0.15569551289081573,0.005188524257391691,0.15180081129074097,0.6085538268089294,0.06268210709095001
25, I think not...,0.030259000000000036,0.17996151745319366,0.11320813745260239,0.0033547421917319298,0.6133155226707458,0.08788827806711197,0.002271771663799882
26, #SaveTheBees https://t.co/Ex84Vr777A,0.05248099999999978,0.02382500283420086,0.8871957659721375,0.004666386637836695,0.04442891106009483,0.037553220987319946,0.002330663613975048
27,"Запад требует от Украины принятия земельной реформы, чтобы выращивать больше ГМО-продуктов https://t.co/PH8Kg2T5QN https://t.co/rcemysluGw",0.1352660000000001,0.04398861899971962,0.6094521880149841,0.010833666659891605,0.24211038649082184,0.08896352350711823,0.0046516647562384605
28,RT @JaeMajette: Y’all. I don’t know if I can just flake on eco styler and i still eat McDonald’s. Likeeeee 😂😂😂 All this gmo and chemical in…,0.06457299999999933,0.0012655481696128845,0.9947285056114197,0.0006745837745256722,0.002047679852694273,0.0009550507529638708,0.00032865020330064
29,"RT @OrganicConsumer: WOW ➡️ ""In #Canada, GE #salmon are already being sold and eaten, to the tune of 5 tons in 2017, and could be coming to…",0.06030099999999994,0.005538647063076496,0.9602727890014648,0.001317257760092616,0.02183017134666443,0.009281165897846222,0.0017598713748157024
30,@EMTC_ Yeah it would. It would be the equivalent to stopping all GMO crops. About a billion people would be dead in under a month.,0.05518799999999935,0.8050360679626465,0.011785237118601799,0.0015618284232914448,0.06628870964050293,0.11128786951303482,0.004040251951664686
31,Federated Farmers drop legal action around #GMOs https://t.co/72y3as0Sq4,0.048631999999999564,0.03600791469216347,0.11733009666204453,0.0038718266878277063,0.7936325073242188,0.04733460769057274,0.0018229851266369224
32,RT @JaeMajette: Y’all. I don’t know if I can just flake on eco styler and i still eat McDonald’s. Likeeeee 😂😂😂 All this gmo and chemical in…,0.06913400000000003,0.0012655481696128845,0.9947285056114197,0.0006745837745256722,0.002047679852694273,0.0009550507529638708,0.00032865020330064
33,Organics group takes a new tack; revamping the farmworker visa program; GMO salmon https://t.co/583NUPH8GU,0.05703399999999981,0.008972221054136753,0.9407292604446411,0.0026186835020780563,0.03953446075320244,0.00712159276008606,0.0010239062830805779
34,"RT @Bitcoin: Japan’s GMO Internet announced that it will unveil its flagship bitcoin mining machine, called GMO miner B2, equipped with the…",0.06353399999999976,0.0030151251703500748,0.9791840314865112,0.0012976484140381217,0.010189629159867764,0.004907618276774883,0.0014059956884011626
35,Date Set: Japan’s Internet Giant GMO Will Launch 7nm #Bitcoin Miner on June 6 https://t.co/TA3bjOTQqk https://t.co/4UkMnsuLC0,0.07860600000000062,0.019871095195412636,0.7549669742584229,0.004794847685843706,0.1293439418077469,0.08764752745628357,0.003375624306499958
36,Amazing things happen here https://t.co/zXfXWmNgSd,0.040434999999999555,0.002542613772675395,0.08645224571228027,0.00147593067958951,0.0019435540307313204,0.006527251098304987,0.9010584354400635
37,RT @MennyValdz: #StaEngracia #Tamaulipas Halconcete vendedor de droga en la CBTA de ej Gmo Zuñiga cc #cdvictoria  https://t.co/SyzhPyTfgY,0.08849600000000013,0.022895142436027527,0.7320699691772461,0.006380582693964243,0.16217702627182007,0.07329235970973969,0.0031849213410168886
38,GMO Internet lanzará el primer dispositivo de minería basado en chips de 7 nanómetros https://t.co/9MkarIho1t,0.060243999999999964,0.0176698025316,0.750001847743988,0.005062791984528303,0.11084005981683731,0.11047246307134628,0.005952964536845684
39,"@VanceCrowe @LeahMcGrathRD It was my ""GMO cotton"" comment that lured you in, wasn't it? Just kidding. Thank you so much for the kind words, Vance! I can't take the credit-- they just let me use a really nice studio.",0.09163699999999952,0.0005956162931397557,0.9845667481422424,0.003221111837774515,0.0072600506246089935,0.003128168871626258,0.0012283414835110307
40,GMO-debatten blir forsøplet av folk som mener at seleksjon og hybridisering er GMO.,0.05847999999999942,0.0061007472686469555,0.9307560324668884,0.0022851373068988323,0.032937128096818924,0.02598908543586731,0.0019319222774356604
41,RT @WhalePenny: Check out my DD package for $RBIZ,0.044802999999999926,0.009920422919094563,0.9323184490203857,0.002506815828382969,0.04381652548909187,0.00987220648676157,0.001565523212775588
42," The next penny runner! way undervalued, should reach 0.01 short term ",0.05014800000000008,0.40324121713638306,0.4287891089916229,0.0035539541859179735,0.12998799979686737,0.03020757995545864,0.004220157396048307
43, https://t.co/ntKTia…,0.03839699999999979,0.022737348452210426,0.4291592836380005,0.006985833402723074,0.2692848742008209,0.266641765832901,0.005190880969166756
44,Date Set: Japan’s Internet Giant GMO Will Launch 7nm Bitcoin Miner on June 6 https://t.co/P9pWccbeqG via @BTCTN,0.0724260000000001,0.018520638346672058,0.7393836379051208,0.004980184603482485,0.13281205296516418,0.10077131539583206,0.003532169619575143
45,GMO Internet lanzará el primer dispositivo de minería basado en chips de 7 nanómetros https://t.co/b1TCbtDkH1,0.06560499999999969,0.019206132739782333,0.6966279149055481,0.005365850403904915,0.11806965619325638,0.15370234847068787,0.007028164807707071
46,RT @ceisenstein: Opposition to GMOs is neither unscientific nor immoral.  https://t.co/NJ26B9mEAi,0.059039000000000286,0.005546942353248596,0.002809004858136177,0.0003527043154463172,0.989628791809082,0.0014513495843857527,0.00021129861124791205
47,RT @AthletesGmo: 2018年度のGMOアスリーツ紹介ムービーを公開いたしました。是非ご覧ください！,0.06814699999999974,0.07690230756998062,0.7322276830673218,0.017650039866566658,0.11159931868314743,0.05407293140888214,0.007547750603407621
48, https://t.co/q8ul1urfx7,0.037504000000000204,0.03279532119631767,0.5208041667938232,0.008474406786262989,0.1810276359319687,0.25167593359947205,0.005222578998655081
49,RT @EliasMichalas: 37 Million Bees Found Dead After Planting Large GMO Corn Field https://t.co/Cb4O7KPsC6 #thismorning #bbcdp #marr #Peston…,0.07634199999999947,0.4300517737865448,0.004034020937979221,0.0009811434429138899,0.012963983230292797,0.5487697124481201,0.0031993426382541656
50,@ABDanielleSmith Your segment on GMO brought out mostly the misinformed. I agree you need to do more on this topic. Canola was transformed from rapeseed before GMO technology. It was then transformed to herbicide resistant some 20+ years later using GMO ...,0.09365199999999962,0.025020167231559753,0.2547861635684967,0.0025307212490588427,0.6099948883056641,0.10539016127586365,0.0022778587881475687
51,【注目】話題株ピックアップ【夕刊】1：マネフォ、ＧＭＯ、大塚ＨＤ https://t.co/1s35aaQB7A,0.06659799999999994,0.04619544744491577,0.7061992883682251,0.008908391930162907,0.15608276426792145,0.07786635309457779,0.004747707862406969
52,RT @EliasMichalas: 37 Million Bees Found Dead After Planting Large GMO Corn Field https://t.co/Cb4O7KPsC6 #thismorning #bbcdp #marr #Peston…,0.08199000000000023,0.4300517737865448,0.004034020937979221,0.0009811434429138899,0.012963983230292797,0.5487697124481201,0.0031993426382541656
53,RT @Shari2112: 37 MILLION dead bees after the planting of a GMO cornfield.... how much of this can we take??? Man CANNOT duplicate what a b…,0.0964640000000001,0.7787664532661438,0.029238315299153328,0.0013572563184425235,0.057546574622392654,0.12815441191196442,0.004936995916068554
54,GMOクリック証券のバイナリ https://t.co/KZogck3fX8,0.07829100000000011,0.03927890956401825,0.7555193901062012,0.008457787334918976,0.11558492481708527,0.07761795818805695,0.0035410209093242884
55,@SusanIverach @Danbalkwill1 @duanedaniel @Deplorable_Bree @Sleighmiller69 @WileyCoyote19 @bon_camp @FelixAnchor__ @SaskieTim @DeanH80866124 @NewImproved9 @trishshirlaw @dunbdav @SaskLass @Ken37584707 @LideFranks @BrandonGeiger17 @NicolaHanson9 @rossw04 @...,0.21055700000000055,0.04688839986920357,0.6853401064872742,0.0070273252204060555,0.17302368581295013,0.0827711746096611,0.004949301015585661
56,緊急事態！ 遺伝子組み換えでない食品が消える！？ 消費者庁の表示制度検討委員会は消費者の望む改善をしないばかりかむしろ制度改悪を行おうとしている。このままでは危険！ 検討委...,0.13518099999999933,0.1193673238158226,0.5031446218490601,0.01863488182425499,0.1756560057401657,0.1721358597278595,0.011061291210353374
57,RT @kllro_: カッコいいのが公開されました！！！,0.07012000000000018,0.04522336646914482,0.7243502140045166,0.009618408977985382,0.17412874102592468,0.04058913141489029,0.006090003065764904
58, てかすげぇかっこいいwww,0.06170400000000065,0.1795744150876999,0.18483909964561462,0.014068027026951313,0.4054216146469116,0.20170241594314575,0.014394452795386314
59, 2018年度GMOアスリーツ紹介ムービー - GMOアスリーツ https://t.co/UAzmehU4Yc,0.15468800000000016,0.03694745525717735,0.8209256529808044,0.007176623679697514,0.10681608319282532,0.025615699589252472,0.002518574707210064
60,RT @Marius225566: RT @ArseneLupe: Date Set: Japan’s Internet Giant GMO Will Launch 7nm Bitcoin Miner on June 6 https://t.co/exYhuBj5GA @BTCTN ,0.10816800000000004,0.01654246635735035,0.8261834383010864,0.004081081133335829,0.10085932910442352,0.049558453261852264,0.0027752381283789873
61, #cryptocurrency #bitcoin #BTC #crypto #Blockchain #ICO,0.04665299999999917,0.027483133599162102,0.49798357486724854,0.007607650011777878,0.15019728243350983,0.30786076188087463,0.008867591619491577
62,"@Resourceful1942 I'm sorry, how does this prove that GMOs are harmful?",0.04310599999999987,0.2222020924091339,0.005809732247143984,0.001212763017974794,0.7668452262878418,0.003437975887209177,0.0004922708030790091
63,Improve @USDA_AMS's #GMO labeling standard -- @SierraRise  https://t.co/bIgWWm8u3m,0.06143300000000007,0.012124179862439632,0.9217097163200378,0.002938640071079135,0.042002707719802856,0.019804123789072037,0.0014206947525963187
64,"RT @ClarkiStomias: @ScottAdamsSays GMOs, WiFi, delayed child-rearing, carcinogenic oral contraceptives, careerism, abortion, nuclear family…",0.06776099999999996,0.022480327636003494,0.002728828927502036,0.0004147190775256604,0.00742725795134902,0.965925931930542,0.0010229659965261817
65,3 Journalists who are Disturbingly Cozy with @MonsantoCo &amp; Big Biotech on #GMOs https://t.co/RxKSn2mcyp  @AlterNet @USRightToKnow,0.07039699999999982,0.007132448256015778,0.11100560426712036,0.6963320374488831,0.061321921646595,0.10225722193717957,0.021950697526335716
66,RT @JaeMajette: Y’all. I don’t know if I can just flake on eco styler and i still eat McDonald’s. Likeeeee 😂😂😂 All this gmo and chemical in…,0.09497,0.0012655481696128845,0.9947285056114197,0.0006745837745256722,0.002047679852694273,0.0009550507529638708,0.00032865020330064
67,"RT @NonGMOProject: If the current proposal passes, that could mean companies who want to hide their #GMO affiliations could easily obscure…",0.12320399999999943,0.021727826446294785,0.017839932814240456,0.0008830239530652761,0.028062457218766212,0.9275359511375427,0.003950826358050108
68,Date Set: Japan’s Internet Giant GMO Will Launch 7nm Bitcoin Miner on June 6 https://t.co/ciITREPvFn,0.11578999999999962,0.016201669350266457,0.7812255024909973,0.004646459594368935,0.10847350209951401,0.0860738679766655,0.003378924448043108
69,"日 IT업체 GMO, 세계 최초 '7나노 칩 채굴기' 생산 예정 https://t.co/jvIQk1kSk6",0.08608100000000007,0.03220236673951149,0.7289780378341675,0.007865705527365208,0.15650369226932526,0.07020296156406403,0.0042473915964365005
70,Dear @JustinTrudeau  -- This is not small potatoes. We need to ban this stuff. #neonicotinoides  https://t.co/Wxw49n4AyP,0.06478000000000073,0.07013145089149475,0.04871274530887604,0.002770137507468462,0.8113877773284912,0.06592081487178802,0.0010770510416477919
71,@PameeMendiburo Nada srta Nutricionista,0.0352560000000004,0.0030746900010854006,0.9831138849258423,0.0026966696605086327,0.008417663164436817,0.0022131234873086214,0.00048397062346339226
72,@tunentl 「ゆめぴりか」は「札系96118」と「上育427号」の交配から選抜された後代で、ＧＭＯではありません。「ななつぼし」も「ひとめぼれ×空系90242A」と「空育150号」の交配でＧＭＯでは...,0.11265400000000003,0.10730993747711182,0.4081011712551117,0.015626316890120506,0.28699907660484314,0.17228098213672638,0.00968259572982788
73,"RT @AFreshLook: GMO Farming uses fewer pesticides, making our water sources safer and more enjoyable for our families. https://t.co/2Kq4Wza…",0.06587600000000027,0.0004388732195366174,0.9984976053237915,0.0003500320599414408,0.0003209848655387759,0.0002009175659622997,0.00019154109759256244
74,https://t.co/nDQ7YW8Dqp,0.04749200000000009,0.029785264283418655,0.4346584379673004,0.008960288017988205,0.21461321413516998,0.30638405680656433,0.005598737858235836
75,Dear @MPCelina -- Would appreciate you taking a request to Ottawa to ban #neonicotinoides in Ontario. https://t.co/Wxw49n4AyP,0.06585999999999981,0.011755363084375858,0.9349321722984314,0.015549329109489918,0.031335048377513885,0.005724002607166767,0.0007041962817311287
76,RT @17haseEri: まだか？まだか？下田Pまだか？と思っているところにドーンと現れるシーン好き😆とにかくカッコいいムービー✨,0.06579600000000063,0.1218203753232956,0.5409132838249207,0.021159905940294266,0.18421326577663422,0.12065057456493378,0.011242573149502277
77, https://t.co/nmHxcxuQFd,0.07265099999999958,0.027578134089708328,0.404401034116745,0.008572784252464771,0.20007415115833282,0.35371828079223633,0.005655630957335234
78,RT @JaeMajette: Y’all. I don’t know if I can just flake on eco styler and i still eat McDonald’s. Likeeeee 😂😂😂 All this gmo and chemical in…,0.13345300000000027,0.0012655481696128845,0.9947285056114197,0.0006745837745256722,0.002047679852694273,0.0009550507529638708,0.00032865020330064
79,@PameeMendiburo Así es! Hoy toco trabajar hasta la noche.,0.06112300000000026,0.02253171242773533,0.579184889793396,0.005342926364392042,0.3567948639392853,0.03211469575762749,0.004030939191579819
80,"RT @ladbible: Get a dog they said, it'll be fun they said... https://t.co/uNqHVj2TNJ",0.08739600000000003,0.003094685496762395,0.9732634425163269,0.0014487094013020396,0.019955888390541077,0.001634176354855299,0.000603044347371906
81,@karoolatas @AJEnglish I hope you don't eat animals if you're worried about GMOs? https://t.co/4PPMHiTc3U,0.07985299999999995,0.0014102752320468426,0.0007066496182233095,0.00021889459458179772,0.0034185166005045176,0.9939243197441101,0.00032136202207766473
82,RT @GMWatch: Trial hyped as GMO success shows no need for GMO potato https://t.co/MmV68vdqkb Non-GMO blight-resistant potato performs just…,0.07263599999999926,0.029538461938500404,0.7640713453292847,0.0051659042946994305,0.11457505077123642,0.08399654179811478,0.0026525496505200863
83,"I wondered when the attacks on this would start. Looks like the success of this #GMO has them aerated now. To be fair, though: I saw Michael Pollan eat one, and look what happened to him--now he takes acid. https://t.co/In6M3KIuXD https://t.co/jFgXlQH3Yz",0.12410799999999966,0.02604343183338642,0.822861909866333,0.002439700998365879,0.14234013855457306,0.004528851248323917,0.0017859749495983124
84,RT @JaeMajette: Y’all. I don’t know if I can just flake on eco styler and i still eat McDonald’s. Likeeeee 😂😂😂 All this gmo and chemical in…,0.06747499999999995,0.0012655481696128845,0.9947285056114197,0.0006745837745256722,0.002047679852694273,0.0009550507529638708,0.00032865020330064
85,US Taxpayers Fund #GMO Advertising Overseas:,0.03133199999999903,0.048135433346033096,0.5777478218078613,0.008475917391479015,0.3364855945110321,0.024700701236724854,0.004454575013369322
86, https://t.co/xIX4ZlONQ9,0.03774699999999953,0.03056700900197029,0.4192003905773163,0.00877116434276104,0.23454752564430237,0.301500141620636,0.005413728300482035
87, Remove #GMO or,0.026812999999998866,0.062059517949819565,0.022714823484420776,0.0020183944143354893,0.8881850838661194,0.02346033602952957,0.0015618159668520093
88, LABEL IT Easy2C ON PACKAGE,0.03947699999999976,0.01152938511222601,0.937393307685852,0.003004402155056596,0.04075480252504349,0.005903996992856264,0.0014141188003122807
89, @SenPatRoberts @SenStabenow,0.06994599999999984,0.03333684802055359,0.5105262994766235,0.007640423718839884,0.4010430872440338,0.04173053056001663,0.005722717847675085
90,where is the difference? https://t.co/khVz4s72Yi,0.1015599999999992,0.032741352915763855,0.3276672065258026,0.005358475260436535,0.3624780476093292,0.26638972759246826,0.00536513514816761
91,THE WAY TO GROW ENOUGH TO FEED YOUR FAMILY https://t.co/mvMCjbFOWh Get The Seed Guy Non GMO Heirloom Seeds--Seed Packages Best Price In The Country https://t.co/KLjRkhC480   #gardening #seeds #preppers https://t.co/WtTxlkcRkf,0.17966499999999996,0.004518650006502867,0.9744691848754883,0.005147218704223633,0.013132971711456776,0.002201786730438471,0.0005301354103721678
92,"RT @Bitcoin: Japan’s GMO Internet announced that it will unveil its flagship bitcoin mining machine, called GMO miner B2, equipped with the…",0.07033699999999854,0.0030151251703500748,0.9791840314865112,0.0012976484140381217,0.010189629159867764,0.004907618276774883,0.0014059956884011626
93,RT @topiinyo0627: かっこいいので最後まで見てください。,0.12990100000000027,0.07535146176815033,0.6088023781776428,0.013641344383358955,0.1903962343931198,0.10434417426586151,0.007464422378689051
94, 2018年度GMOアスリーツ紹介ムービー - GMOアスリーツ https://t.co/j186mceDCj,0.09303199999999912,0.03702670708298683,0.8264610171318054,0.007026016246527433,0.10186544805765152,0.025049583986401558,0.00257130223326385
95,夢を持つことに関して、大半の人は「分相応の夢かどうか」を,0.05719399999999908,0.12390580773353577,0.5022717118263245,0.030497577041387558,0.18571729958057404,0.14372646808624268,0.013881114311516285
96, 考えて立ち止まってしまうかもしれません。,0.04546099999999953,0.14264294505119324,0.41791242361068726,0.024692177772521973,0.2174052745103836,0.17822851240634918,0.019118795171380043
97, でも、それは無意味です。,0.038077999999998724,0.12321595102548599,0.4663488268852234,0.01499816682189703,0.22829917073249817,0.15517421066761017,0.011963591910898685
98, 人の「分」というものは、夢に向かって努力するか...,0.05031699999999972,0.10139331966638565,0.491286039352417,0.012013663537800312,0.24975436925888062,0.13818800449371338,0.007364597637206316
99,RT @BTCTN: Japan’s Internet Giant GMO Will Launch #7nm Bitcoin Miner on June 6. https://t.co/joGbwH8z4C https://t.co/VDECH68gal,0.09679700000000047,0.016272304579615593,0.8171439170837402,0.004187913611531258,0.11354482918977737,0.04628034308552742,0.0025706856977194548
100,"RT @daphneedenis: Sublime cette photo à la veille du vote irlandais pour légaliser, ou non, l'avortement. https://t.co/850KN0z1BR",0.07152899999999995,0.014701291918754578,0.8713052272796631,0.00464408565312624,0.08611731231212616,0.021283134818077087,0.00194881996139884
101,唯一持っているGMOインターネットの株が1年くらいで倍になっていることに今日気がついた,0.05064599999999864,0.12447124719619751,0.4850963354110718,0.030359087511897087,0.16498912870883942,0.17757900059223175,0.017505157738924026
102, 大した利益じゃないけど嬉しい https://t.co/wy0vbETRLQ,0.053281000000000134,0.04374902695417404,0.6377027034759521,0.007734042592346668,0.16616882383823395,0.13926555216312408,0.005379872862249613
103,RT @JaeMajette: Y’all. I don’t know if I can just flake on eco styler and i still eat McDonald’s. Likeeeee 😂😂😂 All this gmo and chemical in…,0.07095299999999938,0.0012655481696128845,0.9947285056114197,0.0006745837745256722,0.002047679852694273,0.0009550507529638708,0.00032865020330064
104,"RT @YuzuRamenCA: On a nice day, come and enjoy our patio seating! 🌿Our #bonebroths are made with high #quality meats and bones, no MSGs, no…",0.06618899999999961,0.000678235141094774,0.9967392086982727,0.0009756996296346188,0.0010692389914765954,0.0002724207006394863,0.0002651292597874999
105,"Final thought, Jeffery fucking Smith is not a scientist and does not understand the science of how GMOs are made, but he made a good living bashing them. If you want the real facts, go watch “Food Evolution” a well made movie that looks at both sides!",0.09623800000000138,0.009801508858799934,0.6446425914764404,0.0034027243964374065,0.335733026266098,0.003982265945523977,0.002437965013086796
106,RT @bmngabirano1: 37 Million Bees Found Dead After Planting Large GMO Corn Field https://t.co/SG9jEAlwDS,0.07649499999999954,0.5362410545349121,0.004256206098943949,0.0010492478031665087,0.00919563788920641,0.44593796133995056,0.003319866955280304
107,RT @HishamKhojah: @mushawah1 @DietArab الأغذية المعدلة وراثياً GMO,0.08485799999999877,0.03411604091525078,0.6148548126220703,0.006921068765223026,0.2751782536506653,0.06502027064561844,0.0039095813408494
108, مقال للتوعية,0.04932900000000018,0.10047678649425507,0.32344743609428406,0.02026136964559555,0.34018275141716003,0.19749557971954346,0.01813599467277527
109, لماذا تعدل و ماهي المخاطر وماهي البدائل,0.07842400000000005,0.08715785294771194,0.39431726932525635,0.02223578281700611,0.29651135206222534,0.18319541215896606,0.016582230105996132
110,  https://t.co/JYZfh…,0.03773400000000038,0.02640288695693016,0.43071186542510986,0.007520066108554602,0.30603015422821045,0.2239135056734085,0.005421543959528208
111,37 Million Bees Found Dead After Planting Large GMO Corn Field https://t.co/CPdGBitCHO,0.049929000000000556,0.20621749758720398,0.004203718155622482,0.0008827878627926111,0.011898829601705074,0.7736446261405945,0.003152549732476473
112,The benefits of GMO corn - Country Guide https://t.co/8RDNBTgwj9 #westcdnag #GMO,0.05633199999999938,0.004494442138820887,0.9837964177131653,0.0012905375333502889,0.007284055929630995,0.002551132347434759,0.0005834117764607072
113,RT @GMOfreeEurope: Whole Foods provides multiple resources for shoppers who wish to avoid buying #GMO products.  https://t.co/8VVhv0KtJo vi…,0.06609400000000143,0.0817573294043541,0.2511921226978302,0.005485845729708672,0.38766446709632874,0.2719433903694153,0.0019568447023630142
114,"RT @Bitcoin: Japan’s GMO Internet announced that it will unveil its flagship bitcoin mining machine, called GMO miner B2, equipped with the…",0.05696499999999993,0.0030151251703500748,0.9791840314865112,0.0012976484140381217,0.010189629159867764,0.004907618276774883,0.0014059956884011626
115,GMOアスリーツのビデオがかっこよすぎて平常心で見られない…。なんですかこれは(T . T),0.06385900000000078,0.08843439072370529,0.46419015526771545,0.01421417761594057,0.26710379123687744,0.15842929482460022,0.007628164254128933
116,"RT @mem_somerville: I wondered when the attacks on this would start. Looks like the success of this #GMO has them aerated now. To be fair,…",0.05619000000000085,0.004582624416798353,0.9788888096809387,0.0009136449079960585,0.012349625118076801,0.0022679362446069717,0.000997434719465673
117,RT @JaeMajette: Y’all. I don’t know if I can just flake on eco styler and i still eat McDonald’s. Likeeeee 😂😂😂 All this gmo and chemical in…,0.06901199999999896,0.0012655481696128845,0.9947285056114197,0.0006745837745256722,0.002047679852694273,0.0009550507529638708,0.00032865020330064
118,RT @BTCTN: Japan’s Internet Giant GMO Will Launch #7nm Bitcoin Miner on June 6. https://t.co/joGbwH8z4C https://t.co/VDECH68gal,0.09531199999999984,0.016272304579615593,0.8171439170837402,0.004187913611531258,0.11354482918977737,0.04628034308552742,0.0025706856977194548
119,ソニー、GMO、アイビーシーなど https://t.co/q58KbkkwxC,0.053456000000000614,0.04552747309207916,0.6062025427818298,0.00847907830029726,0.24720369279384613,0.0887661799788475,0.0038210530765354633
